1.5017,19.852
9.3899,7.3406
8.5548,9.6698
4.7704,17.229
3.9743,18.197
1.2358,19.915
9.0349,8.3602
0.054488,20
1.8197,19.749
3.1638,18.961
0.48997,19.997
1.4111,19.875
7.1208,13.111
4.7085,17.312
3.3005,18.848
2.3115,19.528
4.4017,17.704
1.8105,19.752
3.1657,18.96
2.5771,19.377
8.104,10.828
6.7985,13.788
3.2563,18.885
5.6648,15.885
2.8101,19.226
2.5771,19.377
2.5374,19.401
6.6103,14.166
5.075,16.802
0.74934,19.983
0.54521,19.995
2.5259,19.408
4.295,17.833
2.7755,19.249
6.6268,14.134
9.2707,7.6879
7.5561,12.141
6.2106,14.93
7.3572,12.593
7.2911,12.739
5.7214,15.791
7.5473,12.161
3.8318,18.347
5.9094,15.47
2.4157,19.472
2.8332,19.21
0.18874,20
3.3908,18.769
1.3843,19.882
4.0178,18.149
1.4944,19.854
8.0935,10.854
7.2167,12.903
0.96526,19.96
8.0118,11.056
2.2173,19.577
1.0441,19.949
6.4706,14.439
9.3194,7.5464
7.9525,11.201
6.0848,15.159
3.2049,18.928
2.7079,19.294
4.2408,17.897
3.4199,18.743
8.5695,9.631
0.060086,20
6.7994,13.786
3.3005,18.848
2.9775,19.106
6.3274,14.713
8.9931,8.4773
8.719,9.2308
9.7354,6.3071
0.71156,19.986
1.2655,19.909
9.583,6.7681
0.88103,19.97
6.6989,13.99
9.0694,8.2629
1.3845,19.882
8.6345,9.458
0.19293,20
3.3456,18.809
2.3266,19.52
9.6122,6.6803
8.2653,10.421
7.7568,11.672
8.7893,9.0399
7.6161,12.002
8.1668,10.671
3.1348,18.984
7.2514,12.827
6.4874,14.407
2.8233,19.217
3.2937,18.853
8.8709,8.8162
0.31486,20
6.7985,13.788
2.0382,19.66
8.0461,10.971
2.1306,19.618
0.9728,19.959
6.0482,15.225
1.0135,19.953
7.8012,11.566
8.8152,8.9693
3.051,19.05
2.7491,19.267
0.066212,20
4.8412,17.133
9.6505,6.5649
7.2045,12.93
3.0335,19.063
5.8617,15.552
7.6315,11.967
1.0889,19.942
5.6559,15.899
8.4974,9.8212
6.7342,13.918
2.3721,19.496
3.346,18.808
5.3251,16.428
0.65971,19.989
4.0072,18.161
2.3188,19.525
4.7738,17.225
7.8696,11.402
3.6889,18.491
5.057,16.828
0.92355,19.965
8.8754,8.8039
2.0271,19.665
3.7301,18.45
6.4463,14.486
7.4039,12.488
1.6897,19.795
5.0511,16.837
9.7174,6.3619
6.9083,13.561
0.78657,19.979
0.42281,19.999
4.7951,17.196
4.3601,17.755
4.7526,17.253
1.6196,19.817
3.5211,18.651
8.5984,9.5541
7.267,12.793
4.0689,18.093
8.8584,8.8507
0.92071,19.965
1.7703,19.767
9.2415,7.7722
0.98458,19.957
3.7884,18.392
2.8237,19.216
0.71354,19.985
1.8999,19.718
4.0759,18.085
2.8598,19.191
6.8549,13.672
2.3403,19.513
9.3673,7.4068
2.9822,19.102
1.5124,19.849
5.4234,16.275
7.718,11.764
4.3335,17.787
9.7221,6.3476
4.2624,17.871
2.9722,19.11
2.4067,19.477
9.3805,7.3684
2.176,19.597
3.8623,18.315
2.192,19.589
2.6362,19.341
4.0852,18.075
9.7408,6.2905
8.8943,8.7518
5.3738,16.352
5.822,15.62
0.77269,19.981
5.6297,15.943
8.7688,9.0959
4.5233,17.553
3.8895,18.287
1.0198,19.952
6.3677,14.636
9.6819,6.4698
6.62,14.147
4.1832,17.964
6.3928,14.589
5.7479,15.746
7.2739,12.777
6.2568,14.845
4.9173,17.027
9.158,8.0114
5.9099,15.469
6.2378,14.88
6.86,13.661
8.4054,10.061
3.7066,18.474
6.9524,13.469
5.1111,16.749
3.5487,18.626
4.2437,17.893
6.713,13.961
2.2147,19.578
9.5579,6.8431
9.5254,6.9402
2.8265,19.214
3.3041,18.845
9.7282,6.329
7.7027,11.8
7.7608,11.663
6.1738,14.998
7.9221,11.275
4.3747,17.737
8.1092,10.815
1.2366,19.915
5.011,16.894
6.9896,13.391
2.4226,19.468
5.1929,16.628
3.7315,18.449
7.8275,11.503
6.5496,14.286
9.5956,6.7303
9.1461,8.0454
5.6261,15.949
0.78285,19.98
4.0401,18.125
1.7656,19.768
9.7203,6.3532
5.0805,16.794
8.6429,9.4353
6.3288,14.71
4.552,17.516
0.93022,19.964
9.4488,7.1675
6.0541,15.214
1.523,19.846
3.8892,18.287
8.6158,9.5077
5.2623,16.523
5.3079,16.454
4.3196,17.803
1.7939,19.758
2.4332,19.462
2.7835,19.244
5.1696,16.663
5.4656,16.208
4.053,18.11
8.8421,8.8956
2.9791,19.104
6.3436,14.682
2.8194,19.219
2.492,19.428
3.4969,18.674
7.8681,11.406
5.2615,16.525
5.7607,15.724
2.2566,19.557
0.99529,19.956
6.2936,14.776
9.569,6.8099
0.99311,19.956
1.8341,19.743
0.091628,20
8.1843,10.627
4.6993,17.324
4.5742,17.488
8.8701,8.8186
4.0726,18.089
5.3124,16.447
6.8244,13.735
0.77176,19.981
4.9734,16.948
4.7535,17.252
8.3559,10.189
5.9984,15.313
1.1463,19.932
5.9249,15.443
1.6029,19.822
3.8957,18.28
5.1974,16.621
8.5446,9.6968
6.4341,14.51
7.6895,11.831
1.2304,19.916
5.1253,16.728
8.7815,9.0611
1.065,19.946
6.1953,14.958
0.78929,19.979
4.0148,18.153
6.9574,13.459
0.98042,19.958
7.9074,11.311
6.2269,14.9
8.7678,9.0986
6.0708,15.184
4.0478,18.116
6.3221,14.723
4.7767,17.221
0.91533,19.966
6.2221,14.909
9.2773,7.6686
4.6508,17.388
5.8851,15.512
5.7746,15.701
2.1992,19.586
6.5259,14.332
1.5284,19.844
7.559,12.135
2.08,19.642
1.6511,19.807
7.0855,13.187
2.5012,19.423
1.5891,19.826
6.1094,15.115
2.448,19.454
2.5674,19.383
8.2392,10.488
3.88,18.297
1.021,19.952
1.8926,19.721
3.5446,18.629
8.538,9.7142
5.8555,15.563
2.5199,19.412
3.4993,18.671
8.665,9.3762
8.7918,9.0331
4.3733,17.739
2.6248,19.348
5.4069,16.301
1.7461,19.775
8.3932,10.093
2.2648,19.553
1.6412,19.81
0.26089,20
3.1479,18.974
5.42,16.28
8.0498,10.962
7.8518,11.445
0.2383,20
3.627,18.551
4.8021,17.186
4.55,17.519
0.40725,19.999
6.0237,15.268
5.6433,15.92
2.9172,19.15
4.2534,17.882
1.3339,19.894
2.9261,19.143
7.4332,12.421
0.34466,20
2.6311,19.344
9.7265,6.3342
4.3635,17.751
1.4916,19.854
8.6522,9.4106
0.30636,20
1.1328,19.934
2.4491,19.453
7.4166,12.459
8.7701,9.0922
2.1812,19.594
6.5734,14.239
7.9937,11.1
9.2643,7.7062
8.5359,9.7199
3.844,18.334
9.1475,8.0415
4.2654,17.868
1.5867,19.827
3.0248,19.07
6.6496,14.088
9.1191,8.1222
9.2493,7.7497
5.8488,15.574
9.2638,7.7078
3.9444,18.229
0.4006,20
2.8686,19.185
0.31182,20
8.4402,9.9709
4.2229,17.918
0.90608,19.967
1.3452,19.891
2.3623,19.501
2.1772,19.596
8.4717,9.8886
7.4606,12.36
3.3654,18.792
3.7566,18.424
5.8076,15.645
5.2243,16.581
3.2565,18.885
8.3442,10.219
2.5935,19.367
9.118,8.1254
3.8059,18.374
6.6687,14.05
2.6849,19.309
0.27295,20
9.1831,7.9397
5.2131,16.598
6.5526,14.28
5.9313,15.431
7.3307,12.652
9.5806,6.7753
7.1042,13.147
8.37,10.153
9.6833,6.4656
7.4145,12.464
1.4258,19.872
3.1857,18.943
0.28104,20
6.7808,13.824
9.3603,7.4275
7.1176,13.118
7.1929,12.955
1.7047,19.79
3.4698,18.698
5.6103,15.975
4.4904,17.594
8.1396,10.739
7.9611,11.18
3.1627,18.962
4.5074,17.573
6.5798,14.226
5.8111,15.639
1.312,19.899
0.1903,20
1.2214,19.918
2.1798,19.595
4.3849,17.725
5.2186,16.59
9.6691,6.5086
7.0034,13.362
9.5682,6.8123
0.52464,19.996
6.2178,14.917
9.3761,7.3811
2.6352,19.341
9.269,7.6928
8.8084,8.9877
1.9003,19.718
7.1655,13.015
1.7072,19.789
1.0265,19.951
3.0667,19.038
3.405,18.757
3.895,18.281
2.7719,19.252
3.0647,19.039
7.0125,13.342
9.2225,7.8268
0.85707,19.973
2.7291,19.28
5.8203,15.623
8.0879,10.868
7.6361,11.956
5.4403,16.248
0.35416,20
6.535,14.314
8.2886,10.362
0.63913,19.99
3.5221,18.65
2.5193,19.412
4.2234,17.917
2.9881,19.098
9.4367,7.203
1.2685,19.908
2.1228,19.622
8.7221,9.2223
6.0697,15.186
3.8872,18.289
3.4765,18.692
6.3124,14.741
7.1571,13.033
7.1435,13.062
9.3546,7.444
0.44865,19.998
4.143,18.01
0.088037,20
6.8712,13.638
7.6238,11.984
5.5145,16.13
0.22743,20
