0,39.237
2,39.183
4,39.023
6,38.757
8,38.388
10,37.921
12,37.359
14,36.707
16,35.972
18,35.159
20,34.276
22,33.329
24,32.325
26,31.27
28,30.173
30,29.039
32,27.874
34,26.686
36,25.479
38,24.26
40,23.033
42,21.805
44,20.579
46,19.362
48,18.156
50,16.967
52,15.8
54,14.658
56,13.546
58,12.467
60,11.426
62,10.425
64,9.4682
66,8.558
68,7.6968
70,6.8867
72,6.1289
74,5.4244
76,4.7736
78,4.1762
80,3.6316
82,3.1384
84,2.695
86,2.2992
88,1.9484
90,1.64
92,1.3708
94,1.1377
96,0.93746
98,0.76682
100,0.62259
102,0.50168
104,0.40116
106,0.3183
108,0.25058
110,0.19571
