0,44.618
2,44.511
4,44.193
6,43.678
8,42.982
10,42.131
12,41.149
14,40.062
16,38.894
18,37.666
20,36.395
22,35.095
24,33.775
26,32.443
28,31.103
30,29.76
32,28.413
34,27.066
36,25.717
38,24.369
40,23.02
42,21.672
44,20.324
46,18.978
48,17.633
50,16.292
52,14.957
54,13.632
56,12.321
58,11.031
60,9.7699
62,8.5491
64,7.3799
66,6.2751
68,5.2476
70,4.3092
72,3.4693
74,2.7343
76,2.1066
78,1.5843
80,1.1616
82,0.82927
84,0.57581
86,0.38846
88,0.25439
90,0.16156
92,0.099437
94,0.059266
96,0.034184
98,0.01907
100,0.010284
102,0.0053587
104,0.0026967
106,0.0013102
108,0.00061432
110,0.00027789
